OOP,GDPpc,Rural,Water,Sanitation,Primary,HCexpend,GenderEquality,Free,VoiceandAccountability,PoliticalStabilityNoViolence,GovernmentEffectiveness,ControlofCorruption,RegulatoryQuality,RuleofLaw
13.549999,44485.272,13.513,100,100,99.61745,10.18303,38,0,1.5977969,1.0500214,2.2439458,2.470228,1.8872153,1.9503306
13.171508,41996.573,13.346,100,100,99.5332,11.472198,38,0,1.571049,.97316784,2.2292788,2.5193677,1.8962009,1.9211005
13.193811,42489.914,13.205,100,100,99.55399,11.075136,38,0,1.58206,1.0307447,2.0936599,2.413564,1.8841549,1.8966165
12.818965,42802.86,13.043,100,100,100.80247,10.867092,39.1,0,1.5977823,1.1006887,2.1109986,2.4525077,1.9114118,1.9284
12.612514,42362.705,12.858,100,100,101.26672,11.194546,39.1,0,1.692526,.90515709,1.9652815,2.3918083,1.7945219,1.8507456
43.092776,8170.0084,35.404,84.7,78.7,111.73071,6.4846955,17.3,0,.01621856,-.44625151,-.5381009,-.62968707,-.33555689,-.62004566
51.216527,8154.8713,34.005,84.4,79.1,104.15216,5.1089285,17.3,0,.02844312,-.32783803,-.63632607,-.45004913,-.41225022,-.6576038
47.438727,8780.5669,32.636,84,79.5,105.02946,5.2678789,17.3,0,-.08667997,-.22942486,-.5521543,-.59000528,-.38034874,-.68110961
43.200273,9578.2314,31.295,83.6,79.9,100.88425,5.214226,19.7,0,.16679503,-.09505295,-.57780933,-.62622803,-.23230697,-.57645637
41.77887,10243.264,29.984,83.1,80.3,111.16503,4.9727025,19.7,0,.15539296,-.08581557,-.65936637,-.67917705,-.22970854,-.61561978
38.427722,10418.802,28.703,82.7,80.6,107.11613,5.2720937,19.7,0,.11429104,-.03158816,-.61100149,-.67113638,-.19103916,-.66807878
40.440546,10373.656,27.459,82.3,81,109.0042,5.4436381,19.7,0,.05749865,-.01049662,-.6104328,-.72306806,-.19137038,-.76323277
39.012505,11086.244,26.248,81.8,81.4,106.99033,5.4630359,20.8,0,.03415336,-.06871541,-.66142851,-.80769134,-.14525411,-.80221683
39.966394,11263.691,25.071,81.4,81.7,105.45506,5.3640902,20.8,0,.05552318,-.01333758,-.58481884,-.76438713,-.18833503,-.75506544
38.713351,11417.948,23.961,80.9,82,102.63899,5.4151801,20.8,0,.08699371,.23807627,-.55021012,-.83317918,-.14216524,-.70293921
67.202567,7813.9514,38.684,81.3,73.1,114.78073,6.7206533,16,0,-.17901166,-.99511153,-.83396643,-.80322546,-.66934723,-.77033317
66.854867,8299.7558,38.486,81.9,74.3,114.13584,6.5729727,16,0,-.29984063,-.83336377,-.85061449,-.6706633,-.70229542,-.74544704
69.305814,8581.5881,38.289,82.5,75.5,113.73297,6.3131177,16,0,-.42597407,-.80372655,-.91682971,-.74974465,-.81027585,-.83613956
61.723764,8802.0759,38.093,83.1,76.6,113.32229,6.4804862,25,0,-.33144611,-.85628384,-.97404307,-.80410951,-1.06866,-1.0606674
59.263241,8840.465,37.896,83.6,77.7,114.23834,6.7495496,25,0,-.22833379,-.79350561,-.85297441,-.87424028,-1.1134286,-1.0614656
61.839739,9244.3761,37.7,84.2,78.8,,6.3066207,25,0,-.28577638,-.72902942,-.85047859,-.78976256,-1.128412,-1.1789199
55.32702,9143.0076,37.505,84.7,79.9,110.5435,7.1326395,32.3,0,-.27594301,-.68329638,-.77772218,-.88689256,-1.2794594,-1.2521973
54.451233,9310.9587,37.31,85.3,81,114.28083,7.2324505,32.3,0,-.26024306,-.62158495,-.71695131,-.86133605,-1.1602265,-1.2072802
55.26948,9881.8959,37.115,85.8,82,114.70378,6.9177773,32.3,0,-.32410905,-.71445656,-.58652806,-.79391915,-1.0240698,-1.2134237
51.381979,10232.806,36.912,86.4,83.1,113.55575,6.3950477,32.3,0,-.32783917,-.6047855,-.5100652,-.65775365,-1.0378642,-1.1596063
60.81165,8138.4811,57.065,97.1,89.8,104.95733,5.6167301,2.4,1,-1.0826592,-.66050953,-.30440348,-.46562189,-.61911732,.06104506
60.895844,8332.4471,57.019,97.4,91.2,105.59677,5.2673309,2.9,1,-.94643152,-.78187466,-.23034985,-.54439914,-.49249938,.08763842
59.761472,8561.1698,56.973,97.7,92.6,105.50945,5.127912,2,1,-.95284766,-.64600772,-.39161891,-.51781142,-.41426316,.02640915
55.282072,8995.0617,56.927,98,94,107.17718,5.2343443,2,1,-1.1556438,-.86558753,-.48408851,-.66084385,-.43167636,-.19946423
57.427982,9471.8567,56.922,98.4,94.9,108.3431,4.9450725,1.8,1,-1.1236452,-.5925771,-.37517092,-.67431682,-.27890366,-.18468316
56.477171,9979.9707,56.942,98.7,94.9,,4.8104729,1.8,1,-1.1755698,-.52165872,-.35455814,-.7086466,-.17792138,-.08566424
57.327589,10271.809,56.961,99,94.9,111.44434,4.9853833,1.8,1,-1.1214361,-.61941385,-.27330115,-.41875029,-.18758175,-.05984409
59.18033,10620.595,56.981,99.3,94.9,112.26042,4.7528565,12.7,1,-1.1470557,-.90858698,-.37639463,-.54985201,-.15658233,-.11533143
57.933984,10628.747,57,99.3,95,108.62067,4.8952963,2,1,-1.1288077,-1.4470433,-.53600228,-.65999323,-.3265259,-.40037638
59.586268,10686.423,56.998,99.3,95.9,113.42068,4.9988232,2,0,-.76045108,-1.4646866,-.76975882,-.58508778,-.48950666,-.45674524
49.19703,6594.639,39.439,85.6,64.1,109.57113,7.3125004,10.7,0,.17084622,-.19768494,-.33617467,-.37256759,-.11546317,-.48625708
46.443224,6693.4388,38.893,86.3,65,112.51974,7.2974307,10.7,0,.10737936,-.06868033,-.26790217,-.39546737,.09961344,-.37676924
43.068799,6906.5251,38.352,86.9,65.9,112.80846,7.1902093,10.7,0,-.01351446,-.02946355,-.32166082,-.41566709,-.04692143,-.46938121
33.608927,7148.272,37.813,87.6,66.8,112.46332,6.6765136,16.7,0,.07588699,-.14877748,-.19106296,-.18615405,.06817362,-.64151531
36.225229,7390.9143,37.277,88.2,67.6,118.49276,6.3150774,16.7,0,.0753556,.00441036,-.19923736,-.28679913,.19681095,-.69018614
35.811648,7450.0201,36.748,88.8,68.5,111.99911,6.2131958,16.7,0,.08688162,.05291915,-.16344737,-.29790014,.21569273,-.7124368
34.726237,7179.6018,36.227,89.4,69.4,111.85143,6.8314215,19,0,.04734794,-.02131506,-.01894581,-.19570923,.35322535,-.80040145
33.605533,7236.9631,35.714,90,70.2,113.21673,6.9093565,19,0,.05431158,.05575297,.00247545,-.23387234,.37574625,-.86744022
32.073052,7352.4079,35.21,90.1,70.3,113.52583,6.8209707,19,0,.01702617,.11412138,-.10739564,-.21159381,.48763728,-.75734472
32.392567,7441.7534,34.713,90.1,70.5,112.60482,6.7119999,26.2,0,-.07360128,.21621646,-.14301851,-.38221237,.32092115,-.74532634
60,1389.0441,81.685,58.4,12.2,58.64584,3.2292788,22,1,-1.9007132,-.75795496,-.98249066,-.06913798,-1.6156199,-.50712043
58.093126,1350.9175,81.405,59.9,12.5,60.47266,2.9494474,22,1,-1.8509914,-.60464358,-1.0243623,-.15395832,-1.6741273,-.69428939
61.215933,1331.8723,81.111,60,12.7,60.16943,2.8258294,22,1,-2.1420343,-.78034526,-.97308511,-.20743158,-1.7956191,-.84334171
54.425472,1271.5572,80.804,60,12.8,57.34402,3.2264076,22,1,-2.027009,-.89836264,-1.3089702,-.24909978,-2.0849299,-1.0825851
54.722639,1246.4257,80.482,60.1,13,51.2178,3.2915515,22,1,-2.0794642,-1.023289,-1.3033217,-.49497002,-2.1155243,-1.2122256
43.163959,1088.4856,80.146,60.2,13.2,47.23665,3.3983125,22,1,-2.1162307,-.70626456,-1.2837025,-.32025585,-2.1692698,-1.220625
55.326628,1094.9315,79.794,,,43.6712,3.1292584,22,1,-2.164566,-.665034,-1.3835629,-.42871875,-2.2602143,-1.24368
54.766919,1083.237,79.428,,,39.93597,3.1500942,22,1,-2.1553068,-.87154424,-1.3698941,-.47466794,-2.2490134,-1.2864794
49.493258,1139.222,79.046,,,41.52723,2.6929597,22,1,-2.1759467,-.76689774,-1.4180245,-.56803125,-2.2188461,-1.2885356
52.51722,1179.7753,78.648,,,42.45696,2.6045397,22,1,-2.1543217,-.71520221,-1.5114863,-.64878803,-2.2387197,-1.3642279
20.423407,18359.874,31.011,99.1,95.1,104.29265,4.9185643,18.8,0,1.0554771,.86082476,.93121839,.78684914,1.3188708,.75149727
21.413078,19666.326,31.138,99.1,95.1,103.02135,5.1123455,18.8,0,1.0974437,.65667248,.96678692,.92149127,1.3319157,.92113626
20.466031,21652.486,31.265,99.1,95.1,101.64942,5.0082367,18.8,0,1.0101068,.58608514,.99171758,.97281581,1.3420558,.92380065
25.243352,24048.489,31.393,99.1,95.1,98.97652,4.9866774,18.8,0,1.0543693,.70878369,1.1467881,.96073902,1.3027949,1.092512
22.157958,26067.167,31.521,99.1,95.1,98.16646,5.1010616,20.8,0,1.0572278,.60246849,1.0389276,.91365868,1.3654885,1.1221372
19.963835,24744.505,31.649,99.1,95.1,98.90662,5.9644597,20.8,0,1.07418,.54022175,1.1584858,.86958355,1.4266566,1.1630484
21.136807,21138.481,31.777,99.1,95.2,98.99209,6.7654149,22.8,0,1.0819111,.52860397,1.0264752,.91236639,1.4071147,1.0909531
18.737097,21711.51,31.906,99.1,95.2,98.44948,6.2826332,22.8,0,1.0983803,.5983367,1.1128552,.86097449,1.3955482,1.1268101
17.815102,23579.749,32.035,99.1,95.2,97.65794,5.8362777,19.8,0,1.1268592,.57759535,1.0953282,.92923516,1.3903085,1.1596377
18.424403,24721.38,32.165,99.1,95.2,98.10785,5.9427277,20.8,0,1.0901476,.5971567,.96078306,.98094606,1.4041138,1.126711
34.351416,614.64878,84.69,34.6,12.1,65.06457,4.9103666,7.7,0,-1.0732545,-1.4295081,-.8700794,-.67886817,-1.1751266,-.79876322
34.833128,678.50181,84.496,36.5,13.4,67.95314,4.3306304,7.7,0,-1.1426041,-1.267553,-.73242295,-.71609217,-.95763886,-.80933475
31.518741,737.76363,84.3,38.4,14.7,79.23694,4.1113225,21.4,0,-1.2208245,-1.6558802,-.88457197,-.76913232,-1.1069789,-.86501759
36.080714,795.52059,84.101,40.3,16,86.96665,4.1829948,21.9,0,-1.1565611,-1.7075663,-.5740397,-.62263209,-.96718943,-.61948615
34.7952,862.95775,83.884,42.1,17.2,,4.7807936,21.9,0,-1.170421,-1.7582355,-.38938755,-.606462,-.90863365,-.5989759
38.465541,930.8265,83.49,44,18.5,,4.3135197,21.9,0,-1.283993,-1.707894,-.37134799,-.66339493,-.84343988,-.66158152
37.393741,986.29921,83.09,45.9,19.8,,4.4584981,21.9,0,-1.2766007,-1.6206005,-.4858602,-.71811789,-.91568136,-.78434908
36.067763,1081.315,82.681,47.8,21.1,,4.6698052,27.8,1,-1.3133972,-1.6155323,-.41590586,-.70399201,-.85206008,-.75375724
39.928015,1171.2863,82.265,49.6,22.3,,4.0645444,27.8,1,-1.328999,-1.4955369,-.46716809,-.6757158,-.98697841,-.69817096
41.21831,1240.1719,81.84,51.5,23.6,,3.8330353,27.8,1,-1.2799705,-1.5374357,-.43570521,-.60470015,-1.0654892,-.65588659
20.895537,36487.227,17.362,100,100,99.8236,8.1511954,37.5,0,1.5653211,1.6641817,2.2643526,2.4804883,1.8623805,1.963587
20.503939,37809.796,17.228,100,100,98.94307,8.2095241,37.5,0,1.8072857,1.5897769,2.2102203,2.5267651,1.8121957,1.9701478
20.067386,38728.117,17.095,100,100,98.57197,8.4294651,37.5,0,1.7003058,1.5899831,2.1577554,2.3496003,1.6906332,1.9536304
19.073126,40144.258,16.963,100,100,98.12596,8.3448247,38,0,1.5483282,1.4964118,2.1298513,2.5526917,1.6261172,1.9600426
19.334375,42046.399,16.832,100,100,98.5013,8.0430136,41.5,0,1.5021151,1.4950875,1.9665278,2.4706924,1.5543516,1.8929183
19.094324,42152.715,16.701,100,100,98.74375,8.306752,41.5,0,1.5116099,1.4462705,2.0356011,2.4113054,1.6204925,1.9042964
18.478632,38482.609,16.571,100,100,98.83736,9.1700127,40,0,1.494803,1.4251066,2.2379029,2.3030128,1.8327659,1.974129
19.750177,39453.229,16.442,100,100,99.06037,8.9888339,40,0,1.5234532,1.3926494,2.2452116,2.1819584,1.8868588,1.9767785
18.608697,40280.343,16.312,100,100,99.43495,9.0018584,42.5,0,1.5480286,1.3740606,2.2583039,2.2187564,1.8293493,1.9556539
18.597202,39504.442,16.181,100,100,100.14015,9.1479876,42.5,0,1.6178168,1.3808441,2.2144926,2.2214961,1.8187193,1.9433424
7.0525869,35359.27,23.368,100,100,102.74114,10.830105,12.2,0,1.0884794,.17507483,1.7231925,1.3394184,1.2164544,1.3397874
6.9108155,36078.1,23.117,100,100,102.16432,10.969494,12.2,0,1.4440639,.33769187,1.8146905,1.3437282,1.2311172,1.450539
7.0225186,36383.021,22.87,100,100,107.67285,11.017334,12.2,0,1.4744846,.38030463,1.706714,1.3501327,1.2207936,1.3998643
7.3516089,36988.475,22.623,100,100,107.73773,10.951585,12.2,0,1.3021402,.56858599,1.585484,1.4557248,1.2272158,1.4458364
7.2615107,37628.562,22.379,100,100,108.37636,10.87545,18.2,0,1.2574222,.55441141,1.4759008,1.4420071,1.2809606,1.4294181
7.5436955,37492.06,22.136,100,100,108.59098,11.023194,18.2,0,1.3064932,.52789474,1.5810794,1.3784498,1.2798826,1.4781405
7.4146856,36202.672,21.894,100,100,108.37833,11.731435,18.9,0,1.2433813,.47476414,1.4931978,1.4174042,1.2131203,1.4274542
7.4166097,36732.5,21.655,100,100,108.08264,11.677004,18.9,0,1.2017921,.67078942,1.4474401,1.4359748,1.3076066,1.5115292
7.4561154,37312.371,21.416,100,100,108.00545,11.634251,18.9,0,1.1666493,.59331036,1.3723991,1.5219893,1.1492563,1.4397892
7.3939606,37247.213,21.18,100,100,107.32342,11.747434,26.9,0,1.2213597,.55028653,1.3292692,1.422371,1.1106548,1.43098
49.639048,16953.213,17.77,86.4,39.4,139.69148,3.7840042,9.2,0,-.67719209,.25092569,-.47652757,-.47456709,-.16461836,-.38736883
48.086215,16782.138,17.153,87.2,39.6,,3.3836698,9.2,0,-.8057391,.38289902,-.80266476,-.76164067,-.46464592,-.51054215
50.319353,16883.9,16.579,87.9,39.8,,2.979458,9.2,0,-.87559593,.31397843,-.83924121,-.54507655,-.23196943,-.46243772
50.105398,16678.986,16.048,88.6,40,,3.1970946,12.5,0,-.98637033,.18110719,-.84814209,-.96201247,-.47528541,-.73108029
49.315854,17185.822,15.557,89.3,40.3,,3.2719234,16.7,0,-.89225125,.27318266,-.83610833,-1.0328925,-.56169325,-.69427204
51.16161,16942.623,15.104,89.9,40.5,,2.6712243,16.7,0,-.85414034,.24178287,-.83288753,-1.0205216,-.648619,-.62793779
48.783688,16058.055,14.687,90.6,40.7,,3.6640115,14.7,1,-1.0006708,.12481248,-.75439817,-.94167334,-.59456223,-.54928714
44.642201,16725.839,14.303,91.1,40.9,,3.4511272,14.7,1,-.88767213,.29793167,-.78334045,-.78038323,-.5656572,-.51441282
39.997263,17488.451,13.953,91.7,41.2,164.85844,3.4046857,14.2,1,-.93315977,.38703361,-.804012,-.78620827,-.55906904,-.44896775
41.411143,18031.859,13.633,92.2,41.4,,3.4704356,15.8,1,-.87080914,.30710188,-.77553886,-.55156207,-.50740093,-.45108339
25.41551,1559.3052,49.408,84.7,60.6,93.09201,4.219048,13.2,0,-.3798525,.31693897,-.46532536,-.33165973,-.45545948,.16348767
20.359188,1617.2068,48.521,85.3,60.5,93.71212,4.3519712,13.2,0,-.60082889,.21430928,-.49828732,-.59311157,-.41742232,-.29766479
22.547914,1552.2252,47.658,86,60.5,90.82815,4.5483335,13.2,0,-.97121942,.24952854,-.66759896,-.70791221,-.51626432,-.28051361
22.497895,1521.2014,46.818,86.6,60.4,88.79996,4.7148008,13.2,0,-.87320042,-.01550312,-.70607251,-.74082106,-.38323912,-.3032563
24.636927,1527.9068,46.003,87.2,60.4,90.16967,4.090283,9.4,0,-.88240176,.06414218,-.59162968,-.77149892,-.35987872,-.24024859
23.538655,1565.793,45.211,87.8,60.3,87.86594,4.1202085,9.4,0,-.85490978,.08011568,-.72038174,-.75296354,-.38467476,-.35621879
20.271142,1615.245,44.445,88.4,60.3,90.59012,4.4721245,7.5,0,-1.0126047,.14373578,-.62770158,-.56380385,-.32211262,-.44332692
20.400897,1667.0811,43.703,88.9,60.2,85.1533,4.7056305,7.5,0,-1.0851955,.07972889,-.65596843,-.55965525,-.38316599,-.51059788
18.139102,1544.9777,42.986,89.5,60.2,82.45315,4.6775357,7.5,1,-1.2215513,.0067038,-.60553741,-.49876136,-.26750293,-.5060119
16.331707,1584.1783,42.294,90.1,60.2,85.21062,5.0143725,7.5,1,-1.2775714,.00142556,-.5129627,-.64219689,-.22963528,-.54362541
77.063367,4095.6913,47.648,91.6,94.8,92.38306,8.4852255,7.2,0,-.21411034,-1.3501867,-.49981931,-.64721155,-.66331202,-1.0008891
77.398272,4346.2319,47.589,92.4,94.7,94.90347,8.5310769,9.4,0,-.15212646,-.86459637,-.48590192,-.60830319,-.45816788,-.66544408
76.825802,4716.3814,47.53,93.2,94.5,95.23222,8.5988262,9.4,0,-.12194396,-.68240231,-.42435801,-.35925508,-.50918257,-.7264846
72.220674,5116,47.475,94.1,94.3,100.61801,8.3942225,9.4,0,-.1359131,-.93657529,-.18119827,-.04376333,-.1248039,-.46592215
70.795214,5760.0922,47.425,94.9,94.1,107.81489,8.167318,9.4,0,-.28606117,-.62388396,.10809229,-.24913335,.28353035,-.33584169
64.235073,5899.5675,47.375,95.7,94,111.14345,8.9931947,6,0,-.29313377,-.90983737,.29566431,-.22359836,.48492879,-.25951374
66.549337,5641.9356,47.277,96.5,93.8,111.32524,10.194219,5.1,0,-.22006302,-.94289631,.27776271,-.22422254,.51722002,-.21042004
69.11271,5938.3182,47.131,97.3,93.6,109.2687,10.051584,6.5,0,-.18257251,-.71668732,.29247734,-.11907493,.58565491,-.21260327
64.886165,6322.4993,46.984,98.1,93.4,106.98873,9.3821886,6.6,0,-.18827838,-.65515953,.552616,-.02455727,.65145844,-.12751123
64.663197,6702.3758,46.838,98.7,93.3,106.11899,9.1779443,12,0,-.00374569,-.67421073,.56548071,.25319415,.67657417,-.02880687
10.978387,37433.126,26.767,100,100,99.53953,10.919115,32.2,0,1.3579028,.54542893,1.4013444,1.9435726,1.5107049,1.6246222
12.303207,37883.313,26.711,100,100,100.72007,10.668853,32.8,0,1.4727991,.62831193,1.5347458,1.8633635,1.4904765,1.6298314
12.239534,38172.65,26.645,100,100,101.52711,10.808937,31.8,0,1.4626178,.86669815,1.543406,1.859515,1.4935093,1.6562941
12.461252,39633.537,26.506,100,100,103.16611,10.637409,31.6,0,1.3857809,.99934173,1.6223319,1.7850106,1.5657294,1.7556418
12.389363,40984.235,26.305,100,100,103.92642,10.477085,31.6,0,1.3473547,.98674899,1.6343415,1.6975926,1.6168966,1.7470752
12.138218,41494.257,26.105,100,100,103.1597,10.70418,32.2,0,1.348497,.92781115,1.5217167,1.7325412,1.4926674,1.7205294
11.868148,39254.168,25.907,100,100,102.28251,11.751569,32.8,0,1.3453323,.83455062,1.5867574,1.7230968,1.5257832,1.6397396
11.903961,40922.609,25.709,100,100,101.51912,11.549515,32.8,0,1.3102838,.7848618,1.5659328,1.7368941,1.5775311,1.6158681
11.970688,42380.981,25.512,100,100,100.76088,11.332292,32.9,0,1.3659296,.83771211,1.547776,1.7091936,1.5556707,1.6072758
12.058585,43266.167,25.312,100,100,100.46041,11.283009,32.9,0,1.3940959,.77478093,1.5749608,1.7829342,1.5329044,1.6375636
31.22573,2374.3165,54.049,75.2,11.3,80.10215,4.8492377,9,0,.27518055,-.01719829,-.18572731,-.23787464,-.28199849,-.00488454
24.389576,2443.0391,53.37,76.6,11.7,83.8068,6.136364,10.9,0,.15143037,.00622798,-.1610444,-.22450458,-.34965292,-.14508259
21.443432,2520.815,52.692,78,12,90.36097,7.0184109,10.9,0,.23989396,.17959163,-.15517451,-.36275649,-.10778984,-.14101669
28.672139,2613.2521,52.012,79.4,12.3,95.34689,5.3549847,10.9,0,.36521092,.01642527,.10521474,-.01910571,-.07754219,.0011996
25.29235,2710.6858,51.331,80.8,12.7,100.95642,6.0132212,10.9,0,.46092206,-.05915816,.0811609,.05125951,-.05578208,-.01373327
28.361331,2864.878,50.649,82.1,13,106.70916,5.5877532,7.9,0,.38335186,-.01474087,.02198354,-.04408783,-.03549535,-.10680421
28.143872,2906.1208,49.969,83.4,13.4,105.53379,5.1160794,8.3,0,.48685563,.03591923,-.03781003,.03134234,.09017946,-.07680652
27.733492,3064.9431,49.287,84.7,13.7,,5.2930891,8.3,0,.49273589,.02370168,-.0392846,.05972391,.12388794,-.06300118
29.789999,3445.7392,48.606,85.9,14.1,106.73524,5.2703843,8.3,0,.45888537,.15733646,-.05152217,.04782459,.13121088,-.03863895
28.716354,3667.8014,47.931,87.2,14.4,109.91725,5.174445,,0,.40165192,.10687646,-.07170216,-.0953588,.11659268,-.0318292
34.251023,28588.186,26.311,99.8,98.6,100.24521,8.9316472,8.7,0,1.0595553,.46861115,.74937838,.41537887,.99796659,.79985863
35.21731,29902.539,25.927,99.8,98.6,102.12595,8.6810457,14,0,1.1354548,.46444204,.83441013,.48853609,.85544968,.91665018
34.827364,30067.82,25.548,99.8,98.6,101.86899,9.6617607,13,0,1.0337963,.5115903,.7189405,.3667253,.92664731,.77552348
32.874422,31716.181,25.173,99.8,98.6,101.77665,9.7487181,13,0,.9362998,.63845605,.6830585,.35192618,.8438943,.85865676
34.559448,32735.012,24.801,99.8,98.6,101.11577,9.8104455,14.7,0,.95620471,.53363365,.57022369,.25267181,.89542031,.83975208
34.805551,32521.264,24.432,99.8,98.6,,10.126752,14.7,0,.89780158,.27713293,.59000337,.09899947,.87945604,.83644563
28.42992,31090.183,24.068,99.8,98.6,,10.036008,17.3,0,.8620227,-.22396982,.61465949,.00778413,.81778342,.619362
29.244942,29484.907,23.708,99.8,98.6,102.87343,9.3832189,17.3,0,.879646,-.13170591,.54792339,-.1581794,.64261603,.60506672
30.987737,26944.454,23.351,99.8,98.6,102.26649,8.9891092,18.7,0,.80236882,-.09979277,.50237638,-.18462798,.5057075,.54804963
29.674521,25242.719,23,99.8,98.6,,9.2713375,21,0,.66814458,-.21825796,.30749166,-.25446638,.49827904,.39321831
53.199546,6389.8225,53.656,89.2,73.6,,6.3732123,8.2,0,-.52730525,-.81811976,-.44750291,-.66527557,-.34075266,-1.1045593
53.704038,6428.7052,53.244,89.8,74.4,112.4497,6.4063188,8.2,0,-.31190643,-.83715332,-.64076978,-.53753775,-.18568398,-1.0137018
54.03106,6475.3991,52.828,90.4,75.3,113.38874,6.4505709,8.2,0,-.3408874,-.85641283,-.69747442,-.63210607,-.39353257,-1.0952066
55.190305,6657.583,52.407,90.9,76.1,114.21607,7.3458434,8.2,0,-.1885837,-.74004132,-.59240472,-.74004513,-.2012466,-1.1100439
54.418123,6905.8834,51.981,91.5,77,114.16728,7.2006773,12,0,-.19805905,-.76587254,-.54834783,-.68893546,-.19829273,-1.1447582
53.188227,6959.8206,51.551,92.1,77.8,114.31033,6.9441971,12,0,-.23223503,-.72792339,-.56347895,-.61524522,-.15631351,-1.1542639
51.459223,6826.0548,51.116,92.7,78.6,116.75567,7.0584278,12,0,-.27404469,-.94431168,-.69381833,-.47812873,-.11822546,-1.0729902
52.875497,6849.2856,50.677,93.2,79.4,116.47943,6.8532744,12,0,-.33446461,-.87314141,-.69874817,-.48129934,-.13028209,-.99881566
53.326617,6957.282,50.235,93.8,80.2,113.77163,6.7306667,13.3,0,-.34112448,-.76553905,-.69944727,-.47008008,-.11199757,-1.0580755
53.334792,6985.2056,49.788,93.8,80.3,,6.7437583,13.3,0,-.38755277,-.65577376,-.76327538,-.61525524,-.17670393,-1.0972246
83.510478,1194.4332,67.94,65.8,14.3,73.95233,4.8942374,19.3,1,-1.2168847,-.84121096,-.76062387,-.74937201,-.98193383,-1.1065103
82.342191,1199.5726,67.572,66.8,14.8,77.597,5.2554866,19.3,1,-1.2837061,-1.05337,-.88442689,-.8409192,-.94171387,-1.2405915
81.634503,1210.1477,67.193,67.8,15.3,80.12843,5.3218428,19.3,1,-1.1403027,-1.1777076,-1.0584098,-1.0084424,-1.0567133,-1.3551295
82.281955,1212.1809,66.804,68.8,15.8,82.08393,5.4861312,19.3,1,-1.2373887,-1.8923749,-1.3414673,-1.0435072,-1.2026983,-1.4178581
81.412276,1203.0392,66.404,69.8,16.3,84.18937,6.2650237,19.3,1,-1.3940699,-2.3745975,-1.2737924,-1.2414125,-1.220482,-1.4664103
77.417108,1229.6668,65.995,70.8,16.8,85.14143,5.9986377,,1,-1.4544415,-2.1012814,-1.1727732,-1.1548914,-1.2001271,-1.5413234
71.929707,1193.9755,65.574,71.8,17.4,84.59576,6.3309466,,1,-1.3014967,-2.0862863,-1.0314767,-1.047056,-1.1265682,-1.540145
62.615645,1185.4481,65.144,72.8,17.9,86.35974,6.1990972,,0,-.94665408,-1.6822892,-1.1309277,-1.1922492,-1.0809143,-1.4985813
70.227916,1200.277,64.703,73.8,18.4,89.30437,5.9963649,,0,-.94509363,-1.3894415,-1.1339424,-1.1257719,-1.0020479,-1.4794703
66.617048,1216.0498,64.252,74.8,18.9,90.83218,6.2962764,,0,-1.0641159,-1.2810229,-1.2715114,-1.0831078,-1.0196021,-1.4377011
42.402915,1266.2559,60.838,57.1,14.1,,5.7758558,,0,-1.133284,-.53333783,-1.3077579,-1.0678226,-.86438572,-1.1847445
45.958036,1272.9373,59.987,58.9,14.7,106.75527,5.3091597,14,0,-.85216403,-.39099151,-1.4927375,-1.1443526,-1.0843182,-1.1827691
46.050024,1298.5473,59.133,60.6,15.3,113.96383,5.7155247,14,0,-.37427166,-.56852186,-1.3807471,-1.095467,-1.1175739,-1.2782506
47.861541,1300.0575,58.271,62.5,15.9,119.91868,5.8853669,14,0,-.70066142,-.48478067,-1.1314843,-.98462021,-.97027445,-1.2693805
44.733077,1313.0857,57.404,64.3,16.5,,6.0853711,14,0,-.7907995,-.43855125,-1.1195827,-1.1393865,-1.1225727,-1.3445468
47.434107,1326.0602,56.532,66.1,17.2,,6.0072823,10,0,-.79159647,-.69449049,-1.0572599,-1.0859461,-1.2023414,-1.4239131
42.072042,1339.9902,55.658,68,17.8,,6.7565127,10,0,-.81420314,-.65336633,-1.0304289,-1.1044192,-1.1835213,-1.3617722
39.63468,1367.8752,54.779,69.9,18.4,116.2216,7.0688149,10,0,-.89721179,-.65553343,-1.0364901,-1.0625702,-1.1388777,-1.3458216
41.326586,1456.8478,53.919,71.7,19,,6.2804924,10,0,-.93440312,-.72939634,-1.035923,-1.0534993,-1.1171907,-1.3195106
43.180405,1390.638,53.076,73.6,19.7,,5.8645522,14,1,-1.3948866,-.95901746,-1.2438856,-1.225044,-1.2391214,-1.5197352
52.123393,1637.4781,59.355,61.5,21.9,,5.3170413,3.6,1,-1.2852994,-1.3551191,-1.5533726,-1.8158711,-1.0531317,-1.8773478
48.477813,1556.8427,57.619,61.7,22.3,,5.61151,3.6,1,-1.3699036,-2.0013885,-1.6766462,-1.5242004,-1.3414899,-1.7874424
57.520929,1562.3287,55.916,61.9,22.6,,4.4074151,3.6,1,-1.2483147,-1.8211197,-1.3757439,-1.448349,-1.2333318,-1.6894423
41.551739,1575.7883,54.244,62.1,22.9,,5.6997814,2,0,-.75228834,-1.3911172,-1.3256272,-1.3158027,-.85129398,-1.467111
41.140144,1607.0626,52.61,62.2,23.2,,5.4184883,4.1,0,-.64852691,-1.3236268,-1.3180121,-1.2839394,-.81416678,-1.4022473
43.886133,1599.6844,51.02,62.3,23.5,,5.4739421,4.1,0,-.62911904,-1.391228,-1.2903036,-1.2138897,-.76086563,-1.3197893
